%# GestureMidAir dataset
%
%Data contain 3D hand trajectories collected with Leap Motion device. There are 13 subjects, each performs 26 interface-command gestures. Each gesture is encoded as a sequence of 3D points, representing the position of the dominant-hand forefinger.
%
%There are 26 classes corresponding to unique gestures. See Fig. 1 of [2] for the list of gestures and their visualisation.
%
%- Class 1: arc3Dleft
%- Class 2: arc3Dright
%- Class 3: caret
%- Class 4: check
%- Class 5: circle
%- Class 6: curly-bracket-left
%- Class 7: curly-bracket-right
%- Class 8: delete
%- Class 9: left-swipe
%- Class 10: pigtail
%- Class 11: poly3Dxyz
%- Class 12: poly3Dxzy
%- Class 13: poly3Dyxz
%- Class 14: poly3Dyzx
%- Class 15: poly3Dzxy
%- Class 16: poly3Dzyx
%- Class 17: rectangle
%- Class 18: right-swipe
%- Class 19: spiral
%- Class 20: square-bracket-left
%- Class 21: square-bracket-right
%- Class 22: star
%- Class 23: triangle
%- Class 24: v
%- Class 25: x
%- Class 26: zig-zag
%
%We make three datasets out of these data. We follow the original paper (see [2]) and use data of 8 subjects for training and 5 subjects for testing. Data of a same subjects does not appear in both train and test set.
%
%## GestureMidAirD1
%
%Train size: 208
%
%Test size: 130
%
%Missing value: No
%
%Number of classses: 26 
%
%Time series length: Vary
%
%## GestureMidAirD2
%
%Train size: 208
%
%Test size: 130
%
%Missing value: No
%
%Number of classses: 26 
%
%Time series length: Vary
%
%## GestureMidAirD3
%
%Train size: 208
%
%Test size: 130
%
%Missing value: No
%
%Number of classses: 26 
%
%Time series length: Vary
%
%There is nothing to infer from the order of examples in the train and test set.
%
%We pad NaN to the end of each time series to the length of the longest time series.
%
%Data created by Fabio M. Caputo et al. (see [1], [2]). Data edited by Hoang Anh Dau.
%
%[1] https://github.com/giach68/gesturesCodes
%
%[2] Caputo, Fabio M., et al. “Comparing 3D trajectories for simple mid-air gesture recognition.” Computers & Graphics 73 (2018): 17-25.
@Relation GestureMidAirD2
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute att77 numeric
@attribute att78 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att81 numeric
@attribute att82 numeric
@attribute att83 numeric
@attribute att84 numeric
@attribute att85 numeric
@attribute att86 numeric
@attribute att87 numeric
@attribute att88 numeric
@attribute att89 numeric
@attribute att90 numeric
@attribute att91 numeric
@attribute att92 numeric
@attribute att93 numeric
@attribute att94 numeric
@attribute att95 numeric
@attribute att96 numeric
@attribute att97 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att100 numeric
@attribute att101 numeric
@attribute att102 numeric
@attribute att103 numeric
@attribute att104 numeric
@attribute att105 numeric
@attribute att106 numeric
@attribute att107 numeric
@attribute att108 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att113 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att116 numeric
@attribute att117 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att122 numeric
@attribute att123 numeric
@attribute att124 numeric
@attribute att125 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att128 numeric
@attribute att129 numeric
@attribute att130 numeric
@attribute att131 numeric
@attribute att132 numeric
@attribute att133 numeric
@attribute att134 numeric
@attribute att135 numeric
@attribute att136 numeric
@attribute att137 numeric
@attribute att138 numeric
@attribute att139 numeric
@attribute att140 numeric
@attribute att141 numeric
@attribute att142 numeric
@attribute att143 numeric
@attribute att144 numeric
@attribute att145 numeric
@attribute att146 numeric
@attribute att147 numeric
@attribute att148 numeric
@attribute att149 numeric
@attribute att150 numeric
@attribute att151 numeric
@attribute att152 numeric
@attribute att153 numeric
@attribute att154 numeric
@attribute att155 numeric
@attribute att156 numeric
@attribute att157 numeric
@attribute att158 numeric
@attribute att159 numeric
@attribute att160 numeric
@attribute att161 numeric
@attribute att162 numeric
@attribute att163 numeric
@attribute att164 numeric
@attribute att165 numeric
@attribute att166 numeric
@attribute att167 numeric
@attribute att168 numeric
@attribute att169 numeric
@attribute att170 numeric
@attribute att171 numeric
@attribute att172 numeric
@attribute att173 numeric
@attribute att174 numeric
@attribute att175 numeric
@attribute att176 numeric
@attribute att177 numeric
@attribute att178 numeric
@attribute att179 numeric
@attribute att180 numeric
@attribute att181 numeric
@attribute att182 numeric
@attribute att183 numeric
@attribute att184 numeric
@attribute att185 numeric
@attribute att186 numeric
@attribute att187 numeric
@attribute att188 numeric
@attribute att189 numeric
@attribute att190 numeric
@attribute att191 numeric
@attribute att192 numeric
@attribute att193 numeric
@attribute att194 numeric
@attribute att195 numeric
@attribute att196 numeric
@attribute att197 numeric
@attribute att198 numeric
@attribute att199 numeric
@attribute att200 numeric
@attribute att201 numeric
@attribute att202 numeric
@attribute att203 numeric
@attribute att204 numeric
@attribute att205 numeric
@attribute att206 numeric
@attribute att207 numeric
@attribute att208 numeric
@attribute att209 numeric
@attribute att210 numeric
@attribute att211 numeric
@attribute att212 numeric
@attribute att213 numeric
@attribute att214 numeric
@attribute att215 numeric
@attribute att216 numeric
@attribute att217 numeric
@attribute att218 numeric
@attribute att219 numeric
@attribute att220 numeric
@attribute att221 numeric
@attribute att222 numeric
@attribute att223 numeric
@attribute att224 numeric
@attribute att225 numeric
@attribute att226 numeric
@attribute att227 numeric
@attribute att228 numeric
@attribute att229 numeric
@attribute att230 numeric
@attribute att231 numeric
@attribute att232 numeric
@attribute att233 numeric
@attribute att234 numeric
@attribute att235 numeric
@attribute att236 numeric
@attribute att237 numeric
@attribute att238 numeric
@attribute att239 numeric
@attribute att240 numeric
@attribute att241 numeric
@attribute att242 numeric
@attribute att243 numeric
@attribute att244 numeric
@attribute att245 numeric
@attribute att246 numeric
@attribute att247 numeric
@attribute att248 numeric
@attribute att249 numeric
@attribute att250 numeric
@attribute att251 numeric
@attribute att252 numeric
@attribute att253 numeric
@attribute att254 numeric
@attribute att255 numeric
@attribute att256 numeric
@attribute att257 numeric
@attribute att258 numeric
@attribute att259 numeric
@attribute att260 numeric
@attribute att261 numeric
@attribute att262 numeric
@attribute att263 numeric
@attribute att264 numeric
@attribute att265 numeric
@attribute att266 numeric
@attribute att267 numeric
@attribute att268 numeric
@attribute att269 numeric
@attribute att270 numeric
@attribute att271 numeric
@attribute att272 numeric
@attribute att273 numeric
@attribute att274 numeric
@attribute att275 numeric
@attribute att276 numeric
@attribute att277 numeric
@attribute att278 numeric
@attribute att279 numeric
@attribute att280 numeric
@attribute att281 numeric
@attribute att282 numeric
@attribute att283 numeric
@attribute att284 numeric
@attribute att285 numeric
@attribute att286 numeric
@attribute att287 numeric
@attribute att288 numeric
@attribute att289 numeric
@attribute att290 numeric
@attribute att291 numeric
@attribute att292 numeric
@attribute att293 numeric
@attribute att294 numeric
@attribute att295 numeric
@attribute att296 numeric
@attribute att297 numeric
@attribute att298 numeric
@attribute att299 numeric
@attribute att300 numeric
@attribute att301 numeric
@attribute att302 numeric
@attribute att303 numeric
@attribute att304 numeric
@attribute att305 numeric
@attribute att306 numeric
@attribute att307 numeric
@attribute att308 numeric
@attribute att309 numeric
@attribute att310 numeric
@attribute att311 numeric
@attribute att312 numeric
@attribute att313 numeric
@attribute att314 numeric
@attribute att315 numeric
@attribute att316 numeric
@attribute att317 numeric
@attribute att318 numeric
@attribute att319 numeric
@attribute att320 numeric
@attribute att321 numeric
@attribute att322 numeric
@attribute att323 numeric
@attribute att324 numeric
@attribute att325 numeric
@attribute att326 numeric
@attribute att327 numeric
@attribute att328 numeric
@attribute att329 numeric
@attribute att330 numeric
@attribute att331 numeric
@attribute att332 numeric
@attribute att333 numeric
@attribute att334 numeric
@attribute att335 numeric
@attribute att336 numeric
@attribute att337 numeric
@attribute att338 numeric
@attribute att339 numeric
@attribute att340 numeric
@attribute att341 numeric
@attribute att342 numeric
@attribute att343 numeric
@attribute att344 numeric
@attribute att345 numeric
@attribute att346 numeric
@attribute att347 numeric
@attribute att348 numeric
@attribute att349 numeric
@attribute att350 numeric
@attribute att351 numeric
@attribute att352 numeric
@attribute att353 numeric
@attribute att354 numeric
@attribute att355 numeric
@attribute att356 numeric
@attribute att357 numeric
@attribute att358 numeric
@attribute att359 numeric
@attribute att360 numeric
@attribute  target {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26}

@data
181.283,180.875,180.451,180.409,180.34,180.08,179.934,179.999,180.085,180.34,180.682,180.737,180.893,181.163,181.437,181.272,181.587,181.529,181.016,179.74,177.869,177.533,180.035,180.555,180.512,180.284,179.458,178.425,177.669,176.658,176.832,177.835,178.236,179.238,179.392,179.394,179.142,179.194,179.182,179.436,179.514,179.31,179.248,179.052,178.955,178.215,177.783,177.49,175.227,175.34,175.967,176.246,176.623,176.724,176.673,176.731,176.593,176.544,176.377,175.58,176.199,176.23,176.254,176.246,175.943,175.651,175.295,173.439,173.247,172.968,172.652,172.446,171.563,170.235,169.485,169.113,168.877,168.253,167.841,167.02,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9
269.602,269.569,269.534,269.516,269.715,269.612,269.622,269.625,269.532,269.509,269.651,269.496,269.43,269.568,269.608,269.609,269.706,269.838,269.816,269.78,269.813,270.653,271.037,270.505,270.293,270.677,272.017,270.122,270.763,271.468,273.241,274.493,273.827,271.594,269.893,268.16,266.941,264.122,251.128,233.416,227.892,222.152,219.266,210.654,208.313,204.27,195.305,193.13,190.802,188.84,187.989,186.661,185.05,184.063,183.753,183.837,184.464,185.191,187.201,189.886,193.065,197.552,203.036,205.668,211.526,218.018,224.556,231.08,236.839,242.229,245.462,249.587,254.618,258.535,262.286,267.246,268.672,268.84,269.0,269.047,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24
196.07,196.908,197.971,198.015,197.793,198.066,198.783,200.07,201.937,204.205,205.574,208.379,211.641,214.977,218.935,219.057,219.068,218.981,219.375,222.931,217.143,209.55,196.641,193.483,187.267,180.767,174.898,171.895,165.605,157.721,150.559,144.044,131.533,124.159,117.189,114.043,107.906,101.975,96.313,91.1641,86.2749,84.2106,79.5026,76.2234,73.086,71.0083,67.4485,65.2262,63.7586,62.882,59.2194,60.3201,61.3081,63.0679,64.9059,65.835,68.3677,71.1181,71.6637,82.2271,97.2256,101.383,105.581,107.847,112.014,116.334,120.063,126.799,130.079,132.895,134.355,137.758,140.919,144.336,145.622,152.839,155.23,159.013,160.702,164.249,167.913,171.86,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24
215.066,215.258,215.418,215.53,215.639,215.729,215.742,215.788,215.791,215.713,215.695,215.682,215.67,215.532,215.48,215.898,216.283,216.319,216.463,216.661,216.979,216.625,216.291,215.743,214.957,213.894,213.389,212.238,210.259,210.006,209.972,209.674,208.879,208.342,207.421,206.775,206.244,203.246,201.745,200.231,199.519,199.157,198.464,197.579,198.18,198.655,198.321,198.24,198.626,199.126,199.328,200.186,200.76,201.176,201.901,202.258,203.188,203.873,204.195,204.465,204.893,205.237,205.965,206.157,206.663,206.984,207.505,207.781,207.896,208.008,208.151,208.23,208.378,208.52,208.714,208.825,209.66,209.909,210.115,210.283,212.229,211.61,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9
144.147,144.213,144.224,144.229,144.208,144.17,144.146,144.122,144.123,144.111,144.065,144.012,143.995,143.961,143.888,143.557,142.5,140.723,138.987,137.462,138.242,138.991,135.075,135.937,138.137,138.722,138.308,137.839,136.734,135.252,134.104,133.158,132.876,132.549,132.172,131.968,131.65,131.661,131.697,132.047,132.338,132.372,132.56,132.833,132.948,132.892,132.969,133.016,133.031,133.179,132.913,132.583,132.178,131.914,132.112,132.133,132.251,132.269,132.188,132.163,132.027,132.195,132.171,132.285,132.414,132.505,132.454,132.519,132.443,132.492,132.468,132.705,132.96,132.606,132.731,132.714,132.388,132.126,132.378,133.085,132.561,132.074,132.063,132.186,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,18
133.603,133.606,133.611,133.609,133.607,133.607,133.602,133.592,133.587,133.577,133.57,133.567,133.563,133.583,133.748,134.048,134.714,135.143,135.437,135.467,135.459,135.529,135.711,135.869,135.348,133.65,132.867,133.299,133.517,134.3,133.044,132.211,129.787,128.042,126.873,125.802,124.859,124.463,124.112,124.833,124.977,125.556,126.409,127.815,128.64,131.201,132.866,135.389,137.874,140.847,142.866,146.429,154.275,158.437,162.952,167.714,170.119,174.698,179.893,183.884,188.123,192.418,196.413,197.79,201.246,204.199,206.93,211.203,209.793,208.689,206.478,204.785,201.088,199.219,192.336,187.175,181.313,178.772,175.134,170.609,165.24,157.438,153.933,139.108,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3
189.25,189.435,189.523,189.69,189.748,189.719,189.63,189.618,189.624,189.637,189.541,189.486,189.353,189.371,189.384,189.391,189.488,189.36,189.352,189.306,189.181,189.177,189.23,189.325,189.345,189.277,188.641,188.489,188.264,188.201,187.712,187.658,187.036,186.765,186.702,186.333,185.964,185.874,186.05,186.217,186.156,186.257,186.211,186.231,186.448,186.606,186.7,186.463,186.087,185.948,185.964,185.883,185.59,185.33,184.697,184.336,184.17,183.969,184.226,184.456,184.483,184.103,184.31,184.373,184.408,184.25,183.975,184.279,184.228,184.356,184.376,184.121,183.859,183.522,183.252,183.093,182.78,182.483,182.375,182.275,182.119,182.135,182.091,181.853,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9
133.842,133.875,133.881,134.106,134.564,135.079,135.652,136.182,136.222,136.221,135.355,135.045,134.821,134.461,134.373,134.298,134.322,134.365,134.349,134.051,131.004,129.156,129.983,130.785,130.899,127.618,127.673,129.592,130.687,132.704,133.34,133.194,133.336,133.504,134.37,135.073,134.866,135.509,135.601,135.702,136.439,136.631,137.636,138.039,138.164,138.974,138.868,138.574,139.371,139.764,140.412,140.193,139.635,139.324,138.687,138.316,137.873,138.096,137.677,138.602,141.033,142.866,143.586,143.526,143.587,143.591,143.244,142.758,142.205,141.89,141.802,141.468,141.529,140.961,140.845,140.524,140.933,140.725,139.942,139.743,139.732,139.121,138.527,137.876,137.801,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9
222.699,222.796,222.911,222.983,223.019,223.048,223.053,223.077,223.076,223.081,223.089,223.113,223.131,223.147,223.158,223.168,223.162,223.056,222.984,222.822,222.469,221.979,221.542,220.074,219.369,218.872,217.481,215.009,212.711,209.563,206.618,205.102,201.8,198.359,194.349,190.359,185.741,180.727,173.036,159.027,152.246,148.482,144.786,141.701,139.144,136.847,134.529,133.591,131.851,130.59,129.023,127.524,127.546,128.098,128.461,129.734,132.307,134.732,139.049,143.72,147.679,149.028,153.047,157.152,160.711,164.539,169.932,175.701,178.305,189.725,195.378,200.713,205.611,210.637,212.862,217.605,221.375,224.971,228.218,230.777,232.866,233.593,235.541,237.058,237.674,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24
224.948,221.948,220.276,219.509,218.85,217.61,216.467,215.742,214.748,214.43,214.246,214.198,214.218,214.297,214.141,214.25,214.326,214.321,214.343,214.193,213.699,213.571,213.257,213.207,213.149,212.882,212.672,212.411,212.344,212.329,212.195,212.153,212.099,211.968,211.28,211.656,211.43,210.826,210.761,210.784,211.296,211.515,212.027,212.227,213.079,212.96,212.534,212.493,212.498,213.166,213.256,213.885,213.939,214.605,214.452,214.576,214.173,213.981,214.059,214.021,214.177,214.065,213.76,213.654,213.677,213.503,214.434,214.06,214.143,213.712,212.452,211.181,210.669,210.345,209.464,208.768,208.412,207.586,207.08,207.015,206.405,205.064,204.768,205.179,205.026,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9
